alcohol,density,chlorides,volatile acidity,total sulfur dioxide,fixed acidity,quality
10.7,0.9936,0.06,0.17,75.0,7.5,5
9.7,0.9956,0.044,0.47,77.0,7.1,5
9.3,0.9953,0.034,0.15,104.0,7.1,7
11.0,0.9918,0.035,0.17,102.0,7.5,5
10.8,0.995,0.047,0.68,138.0,8.2,4
10.7,0.992,0.039,0.275,75.0,7.7,5
10.7,0.9952,0.043,0.49,104.0,7.3,4
8.8,1.001,0.048,0.33,243.0,7.5,5
10.9,0.9924,0.049,0.21,94.0,7.2,7
10.5,0.9932,0.05,0.15,92.0,7.3,5
10.0,0.9937,0.046,0.19,107.0,6.5,5
10.4,0.9918,0.029,0.31,61.0,7.0,5
9.2,0.9934,0.038,0.4,75.0,8.3,5
12.6,0.991,0.035,0.37,116.0,6.1,6
9.0,0.9962,0.048,0.24,152.0,7.3,5
9.2,0.9932,0.137,0.21,123.0,6.9,6
11.3,0.9908,0.035,0.29,86.0,7.6,5
10.3,0.9962,0.05,0.29,119.0,9.4,4
10.4,0.9918,0.029,0.31,61.0,7.0,5
10.0,0.9941,0.049,0.26,111.0,8.6,5
10.7,0.9931,0.06,0.21,111.0,7.5,6
9.0,0.9981,0.093,0.51,197.0,7.2,5
10.7,0.9931,0.06,0.21,111.0,7.5,6
8.7,0.9944,0.077,0.3,166.0,5.3,4
11.6,0.992,0.054,0.26,121.0,8.0,7
9.4,0.9966,0.07,0.21,185.0,7.0,5
9.5,0.9956,0.079,0.26,216.0,6.7,5
9.5,0.9956,0.073,0.26,202.0,6.7,5
10.9,0.9949,0.072,0.26,159.0,8.1,6
9.7,1.0002,0.054,0.22,126.0,8.3,5
9.1,0.9942,0.048,0.3,172.0,6.4,6
11.1,0.9923,0.037,0.19,125.0,7.5,7
12.6,0.9917,0.024,0.33,87.0,8.8,7
11.0,0.9931,0.031,0.2,147.0,6.9,6
11.3,0.992,0.04,0.37,166.0,8.0,7
9.7,1.0002,0.054,0.22,126.0,8.3,5
10.9,0.9953,0.036,0.29,118.0,8.2,7
10.9,0.9951,0.048,0.34,192.0,7.7,5
9.3,0.9974,0.049,0.55,186.0,6.2,6
12.7,0.9904,0.033,0.4,124.0,6.4,7
10.1,0.9974,0.048,0.28,180.0,7.5,6
10.0,0.9944,0.037,0.26,132.0,7.8,5
9.8,1.0004,0.051,0.26,197.0,6.5,5
10.1,0.9952,0.046,0.34,227.0,6.3,6
9.0,0.9956,0.059,0.15,118.0,6.8,7
9.4,0.995,0.038,0.27,155.0,6.3,6
9.4,0.995,0.038,0.27,155.0,6.3,6
9.2,0.9995,0.048,0.2,190.0,7.4,6
10.1,0.9942,0.035,0.23,142.0,6.3,7
8.6,0.9977,0.041,0.31,160.0,7.3,5
11.2,0.992,0.027,0.24,128.0,5.2,8
11.2,0.992,0.037,0.24,123.0,7.0,8
9.2,0.9995,0.048,0.2,190.0,7.4,6
10.6,0.9934,0.034,0.17,127.0,7.0,7
9.3,1.0006,0.049,0.21,213.0,8.3,6
8.9,0.9982,0.048,0.21,178.0,7.2,6
10.6,0.9928,0.069,0.21,156.0,7.1,6
10.6,0.9945,0.038,0.17,132.0,8.4,7
8.8,0.9963,0.045,0.24,183.0,7.4,5
11.0,0.9906,0.033,0.24,97.0,5.3,8
10.2,0.9956,0.04,0.28,139.0,6.5,6
10.1,0.9942,0.035,0.23,142.0,6.3,7
10.1,0.9962,0.039,0.29,120.0,6.5,6
14.0,0.9894,0.025,0.29,120.0,5.8,7
9.4,0.995,0.038,0.27,155.0,6.3,6
11.8,0.9908,0.028,0.17,107.0,6.3,6
11.4,0.9914,0.033,0.16,148.0,6.3,5
10.7,0.9938,0.036,0.29,117.0,7.9,5
8.6,0.9977,0.041,0.31,160.0,7.3,5
11.5,0.9922,0.028,0.32,191.0,5.5,7
11.2,0.992,0.027,0.24,128.0,5.2,8
12.6,0.9903,0.029,0.37,87.0,7.2,7
12.6,0.9893,0.024,0.29,76.0,6.1,7
9.3,0.9952,0.054,0.22,151.0,9.2,4
12.6,0.9903,0.029,0.37,87.0,7.2,7
12.1,0.9912,0.04,0.18,96.0,8.0,6
9.9,0.9983,0.053,0.22,177.0,6.5,6
10.7,0.9937,0.047,0.18,102.0,7.4,5
10.0,0.9932,0.047,0.52,26.0,6.5,4
10.4,0.9928,0.047,0.15,96.0,7.0,8
10.5,0.9922,0.04,0.415,64.0,5.9,5
9.7,0.9976,0.037,0.45,216.0,8.1,5
10.5,0.9922,0.04,0.415,64.0,5.8,5
9.0,0.9974,0.042,0.5,138.0,6.4,5
9.2,0.998,0.051,0.105,106.0,6.7,6
10.1,0.9931,0.047,0.4,117.0,6.0,6
11.4,0.9911,0.04,0.25,89.0,6.6,7
10.8,0.9944,0.042,0.36,124.0,9.8,5
10.9,0.9937,0.044,0.23,135.0,9.6,5
9.2,0.9974,0.047,0.55,182.0,6.3,6
12.9,0.989,0.038,0.115,166.0,6.5,7
12.0,0.992,0.042,0.125,99.0,6.4,7
9.5,0.9928,0.047,0.1,100.0,5.7,5
11.8,0.9918,0.031,0.25,117.0,7.9,7
9.1,0.9936,0.048,0.2,159.0,6.9,6
9.7,0.9944,0.047,0.23,128.0,6.9,6
9.1,0.9988,0.043,0.39,162.0,6.8,5
10.0,0.994,0.053,0.22,114.0,8.7,5
10.4,0.9953,0.042,0.41,127.0,7.4,5
9.5,0.9986,0.048,0.25,161.0,6.7,6
12.3,0.9914,0.027,0.26,178.0,6.0,8
11.7,0.9934,0.031,0.31,170.0,6.1,8
9.5,0.996,0.058,0.28,133.0,9.2,5
11.5,0.9937,0.034,0.31,91.0,9.0,5
10.6,0.9921,0.076,0.16,57.0,8.5,6
10.2,0.998,0.052,0.34,146.0,9.3,5
9.5,0.996,0.058,0.28,133.0,9.2,5
10.5,0.9933,0.048,0.24,131.0,7.2,5
10.5,0.9933,0.047,0.25,132.0,7.2,5
8.9,0.9959,0.041,0.32,223.0,6.8,5
10.6,0.9936,0.031,0.27,151.0,9.1,5
9.5,0.9953,0.041,0.34,188.0,8.9,5
10.8,0.9938,0.025,0.17,111.0,7.0,6
9.5,0.9952,0.038,0.25,220.0,6.7,5
8.9,0.9959,0.042,0.32,219.0,6.9,5
8.9,0.9959,0.041,0.32,223.0,6.8,5
9.4,0.9937,0.042,0.6,79.0,6.1,4
10.6,0.992,0.035,0.395,102.0,5.3,6
9.0,0.9967,0.037,0.16,171.0,7.9,4
10.5,0.9944,0.034,0.33,172.0,7.6,4
9.0,0.9998,0.054,0.3,135.0,7.8,6
9.0,0.9998,0.054,0.3,135.0,7.8,6
9.4,0.9942,0.201,0.26,189.5,5.7,6
9.0,0.9998,0.054,0.3,135.0,7.8,6
9.6,0.9945,0.055,0.14,153.0,7.5,6
9.0,0.9998,0.054,0.3,135.0,7.8,6
10.2,0.9946,0.043,0.25,151.0,6.6,7
9.4,0.9942,0.201,0.26,189.5,5.7,6
10.4,0.9928,0.057,0.23,73.0,8.2,6
10.4,0.9946,0.03,0.24,129.0,6.0,5
9.5,0.9927,0.039,0.45,82.0,6.1,5
10.6,0.9938,0.044,0.23,113.0,7.4,6
11.0,0.9918,0.037,0.2,74.0,7.2,5
9.6,0.9945,0.055,0.14,153.0,7.5,6
9.9,0.9966,0.062,0.25,115.0,7.7,6
9.6,0.9954,0.03,0.61,118.0,8.2,5
12.8,0.9913,0.036,0.21,119.0,7.6,6
11.4,0.9931,0.045,0.22,101.0,7.4,5
10.0,0.9986,0.036,0.26,214.0,7.2,6
9.1,0.9965,0.042,0.25,173.0,6.4,5
9.4,0.9984,0.039,0.32,198.0,6.3,7
10.2,0.9952,0.042,0.25,189.0,6.8,6
9.2,0.9956,0.036,0.44,167.0,9.8,5
9.4,0.9949,0.044,0.2,109.0,7.2,5
9.6,0.9954,0.03,0.61,118.0,8.2,5
10.1,0.996,0.029,0.42,125.0,7.5,6
11.4,0.9931,0.045,0.22,101.0,7.4,5
10.6,0.992,0.025,0.26,134.0,6.4,6
12.8,0.9912,0.033,0.46,138.0,7.9,7
8.9,0.9978,0.065,0.41,225.0,6.5,5
9.3,0.9938,0.048,0.32,184.0,7.5,5
11.1,0.9914,0.026,0.21,104.0,6.6,8
9.9,0.9932,0.037,0.21,143.0,7.1,6
9.6,0.9944,0.068,0.26,55.0,7.6,5
12.8,0.9913,0.036,0.21,119.0,7.6,6
10.7,0.9948,0.024,0.25,135.0,6.9,7
9.2,0.998,0.074,0.26,107.0,7.1,6
9.1,0.9998,0.042,0.22,129.5,7.3,7
9.6,0.9964,0.025,0.37,216.0,6.2,6
9.2,0.9992,0.038,0.22,141.0,7.9,6
10.7,0.9948,0.024,0.25,135.0,6.9,7
9.1,0.9998,0.042,0.22,129.5,7.3,7
9.2,0.998,0.074,0.26,107.0,7.1,6
10.7,0.9939,0.02,0.25,93.0,7.4,7
10.8,0.992,0.027,0.18,93.0,6.8,6
10.8,0.9922,0.028,0.17,75.0,7.0,7
9.0,0.9955,0.046,0.3,192.0,6.4,5
10.7,0.9917,0.049,0.33,97.0,5.0,6
10.7,0.9917,0.049,0.33,97.0,5.0,6
9.4,0.9954,0.047,0.33,200.0,8.9,5
8.8,0.9986,0.037,0.26,171.0,7.0,6
9.0,0.9955,0.046,0.3,192.0,6.4,5
11.5,0.9917,0.031,0.21,134.0,6.3,6
12.5,0.9907,0.03,0.23,125.0,8.0,6
10.5,0.9922,0.042,0.28,59.0,9.2,6
9.7,0.9958,0.064,0.27,188.0,7.3,5
11.3,0.993,0.04,0.32,155.0,7.6,6
10.7,0.9917,0.049,0.33,97.0,5.0,6
10.8,0.9926,0.033,0.24,59.0,9.7,6
10.6,0.9959,0.045,0.28,169.0,8.0,5
11.7,0.9906,0.034,0.37,93.0,8.2,8
9.2,0.9993,0.301,0.61,220.0,8.0,5
11.1,0.993,0.027,0.26,126.0,7.2,8
11.7,0.9906,0.034,0.37,93.0,8.2,8
11.0,0.992,0.044,0.23,217.5,6.4,6
12.5,0.992,0.034,0.4,127.0,5.9,7
10.0,0.994,0.038,0.28,115.0,7.6,6
10.6,0.9959,0.045,0.28,169.0,8.0,5
12.3,0.9908,0.033,0.23,102.0,7.2,7
12.7,0.9902,0.023,0.32,87.0,6.8,6
12.3,0.9908,0.033,0.23,102.0,7.2,7
10.5,0.9943,0.039,0.18,110.0,6.9,5
12.5,0.9921,0.047,0.26,109.0,9.4,6
12.4,0.9911,0.033,0.33,96.0,8.3,3
8.7,0.9986,0.043,0.29,238.0,7.3,6
12.4,0.992,0.03,0.41,114.0,7.9,7
12.6,0.992,0.033,0.44,93.0,7.9,7
11.0,0.9943,0.037,0.39,131.0,7.7,6
10.1,0.9937,0.043,0.26,155.0,7.7,6
10.5,0.993,0.036,0.32,195.0,7.8,5
12.7,0.9902,0.023,0.32,87.0,6.8,6
10.9,0.9928,0.024,0.24,116.0,7.3,5
13.5,0.9896,0.041,0.44,128.0,7.1,7
9.7,0.998,0.042,0.25,164.0,10.3,5
9.2,0.9954,0.041,0.14,178.0,7.9,6
10.6,0.9938,0.036,0.18,187.0,7.4,7
13.3,0.9918,0.033,0.43,141.0,8.1,7
13.5,0.9896,0.041,0.44,128.0,7.1,7
10.1,0.9944,0.037,0.26,131.0,6.4,5
9.4,0.9999,0.042,0.66,233.0,8.0,4
10.6,0.9953,0.055,0.2,167.0,8.0,7
11.3,0.992,0.046,0.21,80.0,7.2,6
10.8,0.9925,0.045,0.18,73.0,7.2,7
10.4,0.9981,0.051,0.57,195.0,8.4,5
10.5,0.9952,0.034,0.26,160.0,5.3,7
9.3,0.9927,0.049,0.245,150.0,5.7,5
9.3,0.9927,0.047,0.245,152.0,5.6,6
12.2,0.9911,0.037,0.25,165.0,7.3,7
9.2,0.9936,0.138,0.16,150.0,7.0,5
10.3,0.9959,0.057,0.22,104.0,6.4,6
9.4,0.9946,0.046,0.18,157.0,7.3,6
10.2,0.9948,0.036,0.17,223.0,6.4,6
9.0,0.9955,0.034,0.29,212.0,6.9,6
9.3,0.9951,0.036,0.21,245.0,6.2,6
9.2,0.9952,0.037,0.23,236.0,6.4,6
9.4,0.9946,0.05,0.19,156.0,7.3,6
9.4,0.9946,0.046,0.18,157.0,7.3,6
9.5,0.9944,0.039,0.29,223.0,9.6,6
9.9,0.9938,0.036,0.14,73.0,7.2,5
11.1,0.9963,0.059,0.31,174.0,6.9,7
12.3,0.991,0.028,0.28,116.0,7.5,8
8.6,1.0003,0.044,0.22,163.0,8.0,7
9.4,0.9966,0.04,0.31,145.0,7.6,5
9.4,0.9993,0.048,0.35,190.0,8.4,6
8.6,1.0003,0.044,0.22,163.0,8.0,7
10.9,0.9938,0.037,0.5,126.0,8.1,5
9.4,0.9965,0.169,0.39,162.0,7.0,5
10.9,0.9938,0.037,0.5,126.0,8.1,5
9.4,0.9993,0.048,0.35,190.0,8.4,6
9.2,0.9938,0.064,0.22,132.0,6.2,6
8.6,1.0003,0.044,0.22,163.0,8.0,7
9.4,0.9966,0.04,0.31,145.0,7.6,5
10.8,0.9942,0.083,0.24,133.0,7.0,6
10.5,0.9928,0.025,0.27,153.0,6.6,6
12.5,0.991,0.026,0.16,140.0,7.8,6
12.1,0.9911,0.028,0.27,168.0,7.7,7
8.7,0.9977,0.039,0.31,147.0,7.4,5
12.7,0.9927,0.026,0.45,151.0,8.0,8
12.1,0.9911,0.028,0.27,168.0,7.7,7
12.5,0.991,0.026,0.16,140.0,7.8,6
11.4,0.9912,0.05,0.16,147.0,6.6,7
12.9,0.9907,0.032,0.21,110.0,8.3,7
12.8,0.9902,0.029,0.32,109.0,7.2,7
11.2,0.992,0.034,0.16,78.0,6.6,6
9.7,0.994,0.033,0.16,98.0,8.4,6
9.7,0.9966,0.038,0.23,191.0,7.5,6
10.3,0.993,0.037,0.17,79.0,6.2,6
11.6,0.993,0.03,0.39,102.0,6.9,4
11.6,0.993,0.031,0.41,102.0,6.9,4
9.7,0.9966,0.038,0.23,191.0,7.5,6
10.9,0.9942,0.045,0.38,131.0,7.5,6
12.6,0.9925,0.045,0.42,122.0,7.3,7
12.4,0.9925,0.04,0.34,163.0,7.3,6
11.5,0.9928,0.042,0.23,166.0,7.8,5
10.2,0.995,0.045,0.245,159.0,9.0,6
11.4,0.9939,0.032,0.2,176.0,6.9,5
9.6,0.9958,0.067,0.19,212.0,7.4,6
10.3,0.9952,0.035,0.2,163.0,8.2,6
9.3,1.0,0.038,0.59,228.0,8.0,5
10.7,0.9948,0.05,0.14,114.0,7.9,7
12.8,0.99,0.047,0.24,105.0,6.8,8
9.5,0.9958,0.049,0.14,142.0,9.7,5
10.4,0.9948,0.046,0.15,130.0,9.2,6
10.3,0.9949,0.049,0.17,94.0,9.4,6
9.9,0.997,0.041,0.365,142.0,5.2,6
10.7,0.9927,0.039,0.23,116.0,6.3,6
10.5,0.9938,0.04,0.25,160.0,9.6,5
9.6,0.9949,0.046,0.32,186.0,9.2,5
9.3,0.9953,0.04,0.31,169.0,6.4,6
10.0,0.997,0.044,0.2,162.0,8.1,6
11.2,0.9932,0.026,0.255,190.0,7.9,6
10.8,0.9927,0.039,0.15,177.0,7.0,5
10.3,0.9932,0.044,0.15,96.0,6.4,6
8.8,0.9955,0.038,0.25,234.0,6.4,5
12.8,0.9914,0.044,0.19,114.0,7.6,6
13.2,0.991,0.028,0.43,114.0,7.3,6
10.1,0.992,0.037,0.31,152.0,5.1,6
11.0,0.9924,0.093,0.2,161.0,6.2,5
10.8,0.9927,0.043,0.16,182.0,6.9,6
12.8,0.9911,0.04,0.32,114.0,7.7,7
9.2,0.9958,0.042,0.22,168.0,6.5,6
10.5,0.9928,0.047,0.26,167.0,6.8,6
11.7,0.9902,0.028,0.37,81.0,5.2,6
9.5,0.994,0.052,0.19,104.0,8.4,5
9.5,0.994,0.05,0.21,108.0,8.3,5
8.8,0.9972,0.058,0.15,110.0,6.8,6
9.3,1.0004,0.05,0.16,210.0,7.9,7
12.6,0.991,0.034,0.21,180.0,7.8,8
12.4,0.9918,0.048,0.24,107.0,9.0,6
10.1,0.995,0.047,0.21,189.0,5.7,6
11.2,0.9941,0.042,0.29,161.0,7.8,8
10.0,0.9956,0.048,0.18,251.0,6.7,5
10.0,0.9956,0.048,0.18,251.0,6.7,5
10.8,0.9959,0.033,0.58,116.0,8.4,6
10.0,0.9922,0.04,0.16,121.0,7.2,6
10.4,0.9931,0.029,0.54,151.0,7.6,5
10.8,0.9959,0.033,0.58,116.0,8.4,6
9.8,0.9984,0.059,0.25,181.0,6.6,6
12.2,0.9908,0.041,0.23,165.0,7.3,8
12.7,0.991,0.043,0.39,113.0,7.3,8
12.2,0.9928,0.039,0.46,163.0,7.0,7
11.9,0.9936,0.039,0.35,162.0,8.2,7
11.2,0.9941,0.042,0.29,161.0,7.8,8
10.4,0.9924,0.042,0.35,61.0,9.2,4
12.8,0.9917,0.034,0.57,122.0,8.0,7
12.7,0.9906,0.027,0.37,130.0,6.5,7
10.1,0.995,0.047,0.21,189.0,5.7,6
10.0,0.9956,0.048,0.18,251.0,6.7,5
9.0,0.9955,0.04,0.13,179.0,7.8,5
11.4,0.9907,0.04,0.19,143.0,7.6,5
8.9,1.0,0.05,0.22,191.0,7.3,6
9.3,0.9953,0.039,0.29,167.0,6.3,6
12.0,0.9911,0.048,0.35,103.0,6.8,8
10.8,0.9922,0.04,0.19,132.0,6.5,7
10.5,0.9951,0.044,0.12,158.0,6.2,6
10.6,0.9948,0.038,0.13,189.5,6.0,7
11.3,0.9906,0.04,0.25,115.0,6.4,7
9.5,0.994,0.051,0.32,96.0,6.9,4
11.4,0.9907,0.04,0.19,143.0,7.6,5
10.1,0.9927,0.046,0.13,140.0,6.7,7
10.9,0.9914,0.037,0.14,95.0,7.0,6
8.9,0.9958,0.058,0.27,115.0,7.6,5
8.9,1.0,0.05,0.22,191.0,7.3,6
9.3,0.9984,0.168,0.64,185.0,7.4,5
10.4,0.9941,0.052,0.28,116.0,7.6,6
12.0,0.9944,0.042,0.26,162.0,8.3,7
9.5,0.998,0.044,0.22,181.0,10.7,6
9.5,0.998,0.044,0.22,181.0,10.7,6
12.4,0.9902,0.032,0.23,121.0,6.9,7
11.2,0.9911,0.032,0.3,130.0,6.2,7
11.4,0.9929,0.047,0.27,134.0,6.9,6
11.4,0.993,0.05,0.28,136.0,6.9,6
11.1,0.9918,0.047,0.28,132.0,6.9,7
10.4,0.992,0.054,0.46,126.0,6.9,6
12.0,0.9932,0.044,0.38,152.0,6.9,7
12.3,0.992,0.039,0.43,98.0,5.7,7
9.1,0.994,0.045,0.56,92.0,6.6,6
10.5,0.9923,0.046,0.36,102.0,7.1,6
11.4,0.993,0.047,0.23,133.0,6.8,6
9.5,0.9956,0.042,0.33,138.0,6.2,5
13.7,0.9907,0.039,0.49,116.0,5.6,7
13.4,0.99,0.034,0.42,85.0,6.6,6
11.3,0.9918,0.044,0.18,143.0,7.3,7
10.0,0.9926,0.037,0.19,180.0,8.1,6
10.1,0.995,0.034,0.19,123.0,5.9,6
12.2,0.99,0.029,0.16,81.0,6.2,6
13.4,0.99,0.034,0.42,85.0,6.6,6
9.3,0.9946,0.042,0.135,101.0,5.7,6
13.7,0.9907,0.039,0.49,116.0,5.6,7
12.3,0.9898,0.039,0.19,98.0,6.9,7
11.3,0.9918,0.044,0.18,143.0,7.3,7
8.9,0.9986,0.05,0.25,200.0,7.3,7
8.9,0.9986,0.05,0.25,200.0,7.3,7
11.5,0.9928,0.035,0.2,83.0,7.0,6
8.9,0.9986,0.05,0.25,200.0,7.3,7
9.3,0.9979,0.052,0.67,222.0,6.3,6
11.1,0.994,0.044,0.4,122.0,7.4,8
10.9,0.9937,0.044,0.26,128.0,7.1,8
11.6,0.9938,0.043,0.31,73.0,9.0,5
10.2,0.9942,0.069,0.39,117.0,6.3,4
10.5,0.9944,0.034,0.22,90.0,8.2,8
11.4,0.993,0.033,0.19,78.0,7.1,6
8.9,0.9986,0.05,0.25,200.0,7.3,7
10.6,0.9932,0.04,0.2,118.0,7.9,6
11.6,0.9934,0.037,0.26,97.0,7.1,6
11.5,0.9928,0.035,0.2,83.0,7.0,6
12.3,0.9925,0.035,0.3,155.0,6.9,8
10.8,0.9944,0.042,0.29,124.0,8.1,6
11.3,0.9909,0.037,0.17,130.0,5.8,6
9.3,0.9932,0.038,0.415,63.0,5.9,5
10.0,0.9934,0.045,0.23,128.0,6.6,6
11.0,1.0001,0.057,0.55,366.5,8.6,3
10.2,0.992,0.044,0.35,132.0,6.9,5
10.8,0.9916,0.04,0.14,103.0,7.6,7
10.1,0.998,0.042,0.28,137.0,9.2,4
11.6,0.9919,0.047,0.18,90.0,6.2,6
9.1,0.9925,0.051,0.165,105.0,5.3,5
10.0,0.9977,0.056,0.25,225.0,9.8,4
10.8,0.9944,0.042,0.29,124.0,8.1,6
11.4,0.991,0.052,0.22,128.0,6.8,6
12.7,0.99,0.045,0.22,140.0,7.2,6
11.3,0.9917,0.042,0.25,156.0,7.4,5
10.4,0.9923,0.033,0.18,81.0,8.2,7
9.6,0.9928,0.051,0.22,87.0,6.1,5
10.1,0.9923,0.048,0.39,119.0,7.0,4
9.6,0.9928,0.051,0.22,87.0,6.1,5
12.1,0.9902,0.03,0.36,94.0,6.5,7
12.2,0.9893,0.031,0.29,99.0,7.1,6
11.3,0.9917,0.042,0.25,156.0,7.4,5
9.6,0.9982,0.053,0.23,94.0,6.9,5
9.2,1.0005,0.051,0.56,243.0,8.5,5
10.4,0.9923,0.033,0.18,81.0,8.2,7
9.5,0.9951,0.05,0.23,210.0,6.3,5
8.9,0.9956,0.052,0.25,226.0,6.1,5
8.8,0.998,0.05,0.26,162.0,7.2,5
10.5,0.9928,0.057,0.31,117.0,7.2,5
9.4,0.9938,0.061,0.25,117.0,8.0,5
12.2,0.9914,0.04,0.18,125.0,7.0,6
11.3,0.9955,0.033,0.43,158.0,7.8,6
12.2,0.9924,0.044,0.2,130.0,8.3,6
12.2,0.9911,0.063,0.27,92.0,6.3,6
11.2,0.9917,0.055,0.16,150.0,7.4,6
11.2,0.9917,0.055,0.16,150.0,7.4,6
11.5,0.9932,0.036,0.19,172.0,6.9,6
11.3,0.9955,0.033,0.43,158.0,7.8,6
9.3,0.9929,0.048,0.4,138.0,7.2,5
11.3,0.9955,0.033,0.43,158.0,7.8,6
11.8,0.9958,0.034,0.52,156.0,7.6,7
9.2,1.0012,0.054,0.21,231.0,8.3,5
9.2,0.9968,0.069,0.34,150.0,6.9,5
12.2,0.9911,0.063,0.27,92.0,6.3,6
12.2,0.9924,0.044,0.2,130.0,8.3,6
12.2,0.991,0.044,0.22,144.0,7.1,6
10.6,0.9946,0.048,0.11,133.0,7.9,6
12.4,0.9928,0.05,0.17,128.0,8.5,6
10.8,0.9946,0.048,0.145,164.0,6.4,6
11.2,0.9917,0.055,0.16,150.0,7.4,6
11.0,0.9918,0.051,0.19,137.0,8.3,6
12.7,0.9926,0.031,0.44,151.0,8.0,8
10.2,0.9931,0.044,0.2,163.0,7.0,5
11.5,0.9932,0.036,0.19,172.0,6.9,6
12.3,0.9903,0.03,0.25,96.0,7.1,7
9.8,0.9928,0.046,0.24,60.0,6.5,5
9.3,0.9929,0.048,0.4,138.0,7.2,5
11.8,0.9958,0.034,0.52,156.0,7.6,7
11.3,0.9955,0.033,0.43,158.0,7.8,6
11.4,0.9911,0.052,0.21,48.0,7.8,5
10.8,0.9938,0.038,0.2,128.0,7.0,6
9.5,0.9942,0.057,0.25,85.0,6.9,4
10.2,0.9945,0.05,0.08,148.0,7.2,6
10.7,0.9962,0.028,0.85,184.0,7.1,5
10.8,0.992,0.04,0.51,104.0,7.6,6
11.5,0.9927,0.044,0.22,159.0,7.9,6
10.7,0.9948,0.056,0.16,124.0,7.7,6
10.2,0.9945,0.05,0.08,148.0,7.2,6
10.1,0.9942,0.048,0.25,124.0,6.6,6
10.4,0.9952,0.046,0.16,187.0,6.7,6
9.5,0.9942,0.057,0.25,85.0,6.9,4
9.1,0.9958,0.053,0.32,134.0,7.5,3
10.6,0.9918,0.034,0.28,126.0,7.4,6
9.4,0.9932,0.033,0.15,51.0,6.2,6
9.8,1.0004,0.054,0.25,169.0,6.7,6
9.5,0.9972,0.044,0.26,224.0,6.5,6
9.3,0.9998,0.037,0.16,187.0,7.9,5
10.3,0.9918,0.03,0.185,117.0,5.6,6
11.1,0.9918,0.031,0.2,97.0,7.5,5
10.0,0.9964,0.046,0.3,188.0,8.0,5
12.3,0.9936,0.033,0.34,180.0,8.0,8
12.4,0.9931,0.033,0.35,186.0,7.7,8
12.3,0.9938,0.03,0.29,197.0,7.6,7
10.4,0.9934,0.039,0.62,62.0,6.7,5
12.1,0.99,0.044,0.27,126.0,6.8,7
12.5,0.9914,0.041,0.27,86.0,7.7,6
13.0,0.9904,0.043,0.51,155.0,6.7,6
11.0,0.994,0.03,0.19,132.0,7.4,7
10.1,0.9938,0.04,0.2,169.0,8.3,5
9.2,0.9933,0.034,0.3,121.0,6.6,5
12.6,0.9909,0.039,0.36,124.0,6.8,7
12.2,0.9942,0.045,0.17,126.0,7.0,8
9.8,0.9945,0.041,0.18,130.0,9.2,7
11.0,0.9954,0.051,0.2,205.0,8.1,6
10.0,0.996,0.044,0.26,160.0,7.8,6
9.8,0.9991,0.06,0.21,170.0,6.8,6
10.5,0.993,0.053,0.2,144.0,7.9,5
10.0,0.9942,0.061,0.18,145.0,8.0,5
11.2,0.9934,0.042,0.23,126.0,8.8,6
11.0,0.9939,0.034,0.22,134.0,7.3,7
11.2,0.9937,0.031,0.22,161.0,7.3,6
11.0,0.994,0.03,0.19,132.0,7.4,7
10.5,0.9926,0.039,0.155,136.0,7.3,6
10.6,0.9951,0.037,0.22,154.0,8.2,6
10.6,0.9952,0.038,0.24,163.0,8.2,6
12.0,0.9935,0.035,0.23,95.0,8.4,6
10.1,0.9938,0.04,0.2,169.0,8.3,5
10.1,0.9939,0.038,0.2,167.0,8.3,6
9.2,0.9933,0.034,0.3,121.0,6.6,5
11.0,0.9927,0.041,0.21,164.0,6.9,5
10.0,0.998,0.044,0.25,185.0,8.0,6
8.7,0.9997,0.042,0.21,158.0,6.6,6
8.7,0.9981,0.037,0.27,156.0,7.2,5
11.1,0.992,0.037,0.27,156.0,14.2,6
11.0,0.9954,0.045,0.28,195.0,7.9,6
11.1,0.992,0.037,0.27,156.0,7.4,6
8.7,0.9997,0.042,0.21,158.0,6.6,6
8.7,0.9981,0.037,0.27,156.0,7.2,5
11.2,0.9943,0.037,0.3,174.0,8.1,7
11.1,0.9941,0.049,0.23,209.0,7.5,7
10.8,0.9936,0.028,0.26,107.0,7.3,6
9.0,0.9996,0.044,0.18,176.0,7.1,6
10.3,0.9932,0.031,0.15,122.0,8.5,6
9.9,0.9926,0.028,0.13,24.0,8.9,5
10.0,0.9936,0.04,0.28,148.0,8.1,6
9.8,0.992,0.034,0.17,106.0,6.0,6
10.8,0.9936,0.028,0.26,107.0,7.3,6
9.0,0.9996,0.044,0.18,176.0,7.1,6
9.1,0.993,0.029,0.53,86.0,7.1,4
10.6,0.9924,0.037,0.16,104.0,7.2,6
10.6,0.9928,0.038,0.14,99.0,7.3,6
9.9,0.9926,0.028,0.13,24.0,8.9,5
10.6,0.9952,0.049,0.12,152.0,7.9,6
9.9,0.9945,0.034,0.29,156.0,6.7,6
9.9,0.9945,0.034,0.3,158.0,6.7,6
12.8,0.9903,0.025,0.36,102.0,7.1,6
10.3,0.9932,0.031,0.15,122.0,8.5,6
10.6,0.9953,0.051,0.18,157.0,7.9,6
8.7,0.9936,0.122,0.19,129.0,6.6,6
12.6,0.9912,0.038,0.21,152.0,7.3,7
11.0,0.9962,0.057,0.3,156.0,6.9,7
11.2,0.9965,0.056,0.42,164.0,7.9,7
10.7,0.9932,0.032,0.24,148.0,6.9,7
